N,P,K,temperature,humidity,ph,rainfall,crop_type,soil_moisture,sunlight_exposure,wind_speed,co2_concentration,organic_matter,crop_density,pest_pressure,urban_area_proximity,frost_risk,water_usage_efficiency,soil_type,fertilizer_type,irrigation_method
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,27.26825166,11.66338661,5.412625832,382.9915255,7.24911454,18.32874132,62.72165409,2.534770053,27.33036528,4.975011394,Clayey Soil,NPK Fertilizer,Subsurface Irrigation
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean,19.95737601,9.633042533,6.559501911,425.0386265,1.726323011,8.362095885,16.39267595,6.759563077,14.88347412,3.310672611,Loamy Soil,Organic Manure,Subsurface Irrigation
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,22.27699048,10.13112764,12.95815428,407.191065,9.305888227,18.19788642,57.65089423,15.65897128,25.69459811,1.255800285,Clayey Soil,Compost,Surface Irrigation
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,21.75351819,7.555508948,16.376119,413.5326488,9.178806464,8.365489928,18.21292543,12.66247216,25.28271429,2.161320976,Loamy Soil,NPK Fertilizer,Surface Irrigation
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,26.87198588,6.158158583,13.17095576,397.9251954,3.579012473,14.83817677,31.80490797,8.730742092,49.15087199,1.890975601,Loamy Soil,NPK Fertilizer,Sprinkler Irrigation
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,29.17240596,6.526118385,2.129719469,408.5862296,4.714071798,17.62368755,80.99674877,26.22998044,98.75075791,2.479338825,Sandy Soil,Compost,Subsurface Irrigation
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,25.25480284,9.250816834,12.97677785,438.2935917,5.58758009,6.379258499,33.79512887,13.05542771,99.01226345,3.91353821,Clayey Soil,Urea,Surface Irrigation
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,13.89557304,7.356230474,18.1614959,445.8465797,8.070870695,10.39349601,83.88977966,41.99903639,82.18647318,2.45110412,Sandy Soil,NPK Fertilizer,Drip Irrigation
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,24.3877963,5.365232708,7.539806865,410.467024,3.941354568,8.624616941,21.98784783,2.190211024,86.96029693,3.073705642,Sandy Soil,Urea,Subsurface Irrigation
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,23.06373633,7.312838474,15.99789573,396.7652042,8.133386104,7.534527379,82.26439214,8.308775439,35.25407485,3.126581102,Sandy Soil,Organic Manure,Sprinkler Irrigation
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,10.77252582,11.56761169,8.152309372,372.0802845,7.696929151,14.34513158,35.37943432,22.91099579,58.73561279,3.367370264,Clayey Soil,Urea,Sprinkler Irrigation
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,12.35207772,7.838039082,19.02126378,376.2413818,7.038012434,15.43034852,70.7737223,31.8457802,37.42692229,3.75383446,Loamy Soil,Organic Manure,Sprinkler Irrigation
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,24.22621946,9.028249261,5.093254843,406.3792329,8.432969459,8.576779104,47.00759238,3.63595675,14.17900653,4.761542858,Clayey Soil,Urea,Drip Irrigation
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,13.94508202,8.239420616,12.59355039,395.4618699,3.079332603,8.697352707,2.399845799,14.42007699,67.32921722,3.390392479,Sandy Soil,NPK Fertilizer,Surface Irrigation
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean,23.67937136,9.505779898,0.876751781,442.6063277,7.009360663,15.58445949,90.9848478,46.09156993,4.893075197,3.115523336,Sandy Soil,NPK Fertilizer,Drip Irrigation
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,10.80616463,11.94584079,5.472917622,431.8522264,6.421474608,10.9895722,81.43505856,33.83200512,21.05220992,3.651321446,Sandy Soil,Organic Manure,Subsurface Irrigation
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,23.88330696,6.171385078,1.823532637,441.6905516,2.901463447,14.3805067,34.62350964,20.22361529,90.09583643,3.992536117,Loamy Soil,Compost,Sprinkler Irrigation
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean,25.72046934,7.582908792,12.02750177,428.1406828,9.826969285,9.552308763,32.81517245,12.55319119,78.4766117,4.406168467,Clayey Soil,Organic Manure,Drip Irrigation
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean,16.45921435,6.207655205,0.925312451,407.3159817,8.891255749,7.476394967,59.30618127,16.38865897,12.96657815,3.077457454,Sandy Soil,Organic Manure,Drip Irrigation
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,23.56871099,10.34842629,4.380225305,379.5908068,5.406923682,14.75625977,59.42479727,24.10088448,65.72745549,4.526809206,Loamy Soil,Urea,Surface Irrigation
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,19.57807919,10.91442138,19.65807546,357.8642892,4.632358652,5.741850219,36.62305958,43.47985417,72.7458422,4.08205729,Sandy Soil,Urea,Surface Irrigation
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,27.90197104,7.31708209,9.307720649,432.6198746,4.980442968,14.57460433,3.589297956,20.96397205,0.101104179,1.408102716,Clayey Soil,Organic Manure,Sprinkler Irrigation
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,24.79759331,5.52370299,17.43083548,448.6540014,3.120759666,13.95196419,49.51991817,9.44212133,19.69129589,4.000570551,Loamy Soil,NPK Fertilizer,Drip Irrigation
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,21.60431481,11.40159666,4.378503751,403.0980153,6.243353216,8.975357743,98.08252396,27.21034098,66.63057952,3.302660309,Loamy Soil,Urea,Drip Irrigation
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,22.58016033,5.02554787,8.100873807,416.7675209,5.522106363,15.98785772,59.03383568,26.67278555,76.25061193,4.673019203,Loamy Soil,Compost,Surface Irrigation
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,16.99342995,9.895989418,12.3575014,366.0509646,7.105378195,13.30350477,62.51609827,41.95858345,23.429289,2.954418828,Loamy Soil,Urea,Drip Irrigation
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,18.34078536,5.134806685,10.82294034,399.4742721,2.426137393,5.35273421,17.98536625,23.45525849,64.07716683,4.904711635,Loamy Soil,Urea,Drip Irrigation
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,15.5042781,10.43622974,14.92927959,444.5969776,8.626819416,7.072675978,92.84157233,23.68048377,26.23454807,2.934854752,Sandy Soil,Compost,Drip Irrigation
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,mungbean,28.46600545,10.87204214,3.840101311,423.6103634,2.142934391,17.03666642,61.55949189,39.77304295,18.70514893,2.24847222,Clayey Soil,Organic Manure,Surface Irrigation
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,mungbean,26.97246172,6.063556433,2.78403339,428.9305951,3.591865623,11.93666045,11.92092021,27.12085446,44.77286953,1.705449382,Sandy Soil,Compost,Sprinkler Irrigation
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,23.26303205,10.11443761,6.121300793,394.5850389,9.917378999,17.66813697,58.61933545,27.24345393,12.35981108,2.481049171,Loamy Soil,Organic Manure,Subsurface Irrigation
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,27.77957705,8.026831395,6.14663151,436.2994439,1.854838958,7.16888196,33.08342578,16.58310972,46.70041326,2.673467027,Sandy Soil,Organic Manure,Sprinkler Irrigation
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,mungbean,10.89851851,11.29840039,0.866479056,391.1109285,3.8606378,19.92595561,58.69885153,6.158774755,41.42199041,1.746156326,Loamy Soil,Organic Manure,Subsurface Irrigation
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,23.2938659,7.987059038,8.505165616,414.7284233,7.92611239,19.06789013,71.12434143,19.06835774,83.06274285,3.662312903,Loamy Soil,Compost,Drip Irrigation
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean,20.34366154,10.22535661,11.41265664,437.4206367,7.336082734,11.22682465,96.16504192,1.335941234,7.671267364,2.350239054,Sandy Soil,Organic Manure,Sprinkler Irrigation
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,22.68540602,10.81159906,13.5933295,398.2784844,7.938921331,16.52509449,81.15299292,10.68036981,26.29433399,4.950568939,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean,21.88468062,8.416456179,6.89847804,433.7508417,3.079517797,9.10831199,87.99000818,25.83629619,65.66749089,1.851077066,Sandy Soil,Compost,Surface Irrigation
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,23.20053728,10.46704155,3.615226511,363.9207926,6.247359776,15.38946258,82.58253681,39.02472489,29.02594628,3.559221919,Clayey Soil,NPK Fertilizer,Surface Irrigation
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,19.12486535,6.358961618,16.40641119,406.8840094,4.69705651,17.49330127,19.04615805,1.718671419,14.46580349,2.331239011,Loamy Soil,Organic Manure,Sprinkler Irrigation
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,20.51109414,10.14201075,14.75660833,392.712576,2.900120014,15.94759287,90.21528272,15.38835198,35.5241339,4.844738224,Loamy Soil,Urea,Sprinkler Irrigation
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean,22.22238671,10.67958579,6.872896393,350.924912,9.40556478,18.88923072,79.53418458,20.64692776,9.000340723,2.437512877,Sandy Soil,Organic Manure,Drip Irrigation
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean,22.57522849,7.443793519,8.666745176,400.7704378,5.221483058,14.85460162,37.48095353,7.129856309,29.23557216,3.298679929,Sandy Soil,NPK Fertilizer,Sprinkler Irrigation
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean,24.93689341,7.501719755,4.064010904,443.7708184,6.231629077,5.367593788,68.08824221,47.40198378,50.09446898,2.754535694,Clayey Soil,NPK Fertilizer,Drip Irrigation
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,mungbean,19.16214328,10.73964675,14.96074624,416.9776633,9.346502115,10.3701312,51.66665755,33.89136361,25.84372164,3.811334626,Sandy Soil,Compost,Drip Irrigation
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,mungbean,10.41988947,6.884132627,13.26639053,383.6512923,2.728009652,14.8285888,84.2301697,20.25984371,71.05751756,4.128275989,Loamy Soil,Urea,Surface Irrigation
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean,13.53238605,11.99035685,7.13662668,389.5352772,8.134394644,16.70711963,1.814341482,14.19281405,29.20576037,4.62812297,Loamy Soil,Compost,Surface Irrigation
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean,14.70116686,8.214284696,1.450456558,435.733298,7.961942494,18.2026711,54.38874549,4.995897681,80.57885444,3.611167633,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,mungbean,26.90593273,11.22619173,8.59938234,354.0976472,5.188935255,13.93065788,67.09443765,28.55642698,42.17533795,1.002106324,Clayey Soil,Organic Manure,Surface Irrigation
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,mungbean,25.49440692,9.742414481,7.826374104,406.5249893,7.317467909,8.0588168,35.68583591,17.46028521,20.31212813,1.388405285,Sandy Soil,Urea,Surface Irrigation
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean,24.73208691,5.899465874,16.22444813,440.8416529,5.560818397,11.90380386,97.62030142,40.25640029,9.315582959,1.524144339,Loamy Soil,Organic Manure,Sprinkler Irrigation
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,mungbean,22.48443392,7.578688815,16.89303352,390.3559588,1.981301648,19.80034557,83.43551365,18.1416594,12.94956692,3.894709377,Clayey Soil,Organic Manure,Surface Irrigation
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,mungbean,11.40253936,11.35588934,8.033944127,420.5812423,3.119421485,6.629019064,69.56757292,47.66023781,69.76822624,3.177945054,Clayey Soil,Urea,Subsurface Irrigation
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,mungbean,22.08148011,7.607656468,7.500012895,417.9700919,2.671820951,11.49248146,74.36620511,25.33488585,77.70959982,3.442269029,Loamy Soil,Compost,Sprinkler Irrigation
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,26.23302147,5.788779725,6.978795568,400.8839212,6.123245865,13.34702097,13.01848209,19.81081495,56.64198626,2.062039261,Clayey Soil,Organic Manure,Subsurface Irrigation
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,mungbean,18.8711517,5.57614118,6.399982122,390.4579539,7.678046359,17.26983012,39.50075117,39.35917653,24.39602944,3.247032048,Sandy Soil,NPK Fertilizer,Surface Irrigation
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,28.66508856,8.170953659,14.45771686,383.5896185,4.693911682,5.66942684,87.52198394,37.82974881,17.46964103,4.115820278,Clayey Soil,Organic Manure,Subsurface Irrigation
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean,17.12070476,7.827264304,0.664073786,356.5887368,5.944345805,5.981973777,40.68538241,29.53034849,63.9046464,2.698272414,Sandy Soil,Urea,Sprinkler Irrigation
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,mungbean,24.94473911,9.659074557,11.34046934,380.662852,1.122634612,17.08861604,62.36845018,5.428551936,44.42984953,3.82408256,Loamy Soil,Urea,Drip Irrigation
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean,24.40491882,7.121041597,18.21332158,384.3447359,2.878720402,8.180664789,67.24167478,41.33611866,6.580660895,4.800520508,Clayey Soil,Urea,Subsurface Irrigation
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean,23.55006874,8.954379109,19.4129005,446.0539623,1.696817669,17.44637646,80.31078401,29.90351362,88.19131559,4.50614965,Loamy Soil,Compost,Subsurface Irrigation
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean,27.36135221,9.51016474,1.086965606,360.6948344,4.405542852,14.58284158,10.16524192,38.06332266,6.158653856,1.495690892,Clayey Soil,Organic Manure,Sprinkler Irrigation
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,mungbean,23.95993125,7.069340578,0.502492625,393.1123667,2.229561239,17.99531881,22.77090248,31.77362936,63.8836942,1.338484176,Loamy Soil,Compost,Sprinkler Irrigation
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,mungbean,29.66750757,5.668087676,3.855487012,358.1168399,9.731649308,5.120032545,57.98080715,4.472954346,11.73867623,3.932479789,Clayey Soil,Compost,Subsurface Irrigation
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,15.13176546,6.628777208,14.36563681,426.6984771,4.909971703,9.146224006,17.30522525,29.45226133,82.51507701,3.842561887,Sandy Soil,Urea,Surface Irrigation
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean,29.60982809,9.142173472,2.64432959,432.0031917,2.102557599,12.35144494,74.00184641,19.78896068,68.48798618,3.178233401,Clayey Soil,Urea,Subsurface Irrigation
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean,10.50661296,11.577045,2.827103512,434.0139525,2.808803839,7.456285997,57.44318649,4.371497948,3.775425448,1.685716472,Clayey Soil,Compost,Sprinkler Irrigation
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean,29.35473729,11.08700799,9.664957262,415.8274113,1.317695173,8.173172838,54.55277276,40.87672355,85.86355701,4.369280661,Clayey Soil,Organic Manure,Drip Irrigation
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean,27.60914463,11.17706835,15.47066288,384.7250941,6.57744941,13.18265804,31.62905293,48.11010909,4.398369654,1.009879316,Sandy Soil,NPK Fertilizer,Drip Irrigation
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean,29.14611108,11.15009776,16.73248107,376.8855854,5.693176783,5.493859358,31.02748592,46.21705973,67.0888155,4.696934795,Sandy Soil,Compost,Surface Irrigation
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean,14.23913697,8.799329115,0.33312772,418.6148779,6.954446291,6.013455775,58.65137528,16.3777904,72.42722091,2.096714134,Sandy Soil,Organic Manure,Subsurface Irrigation
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean,23.44052957,10.83877296,15.60483356,419.5160356,4.090801775,13.93725842,34.74370719,3.452915099,69.57312619,2.629191817,Loamy Soil,Urea,Drip Irrigation
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean,11.66135808,8.464822266,8.342840532,355.9193778,3.985567799,13.1010608,72.91295515,30.33113168,52.68437431,2.027195043,Loamy Soil,Urea,Subsurface Irrigation
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean,22.98077834,5.494881706,18.12106919,428.2979961,2.379288955,8.860870007,68.01657074,12.92155952,47.20460821,4.949289105,Sandy Soil,Organic Manure,Sprinkler Irrigation
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean,29.03339864,10.2977674,13.88035753,367.266774,5.893271832,11.82400067,90.98474612,8.660981949,28.93961191,4.068456608,Loamy Soil,NPK Fertilizer,Drip Irrigation
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,mungbean,15.31446341,9.144012168,8.212375814,433.6612806,2.774447043,10.81664175,0.065689986,19.26838286,69.68357851,3.104033821,Loamy Soil,Urea,Surface Irrigation
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,20.2873195,5.207686992,6.123845778,370.5147341,2.701766677,7.572633423,5.993289319,11.96547416,12.56105826,1.764415757,Loamy Soil,Urea,Sprinkler Irrigation
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,mungbean,17.71577681,10.56864897,17.73431067,355.7771604,7.686820021,9.160521424,27.81764204,31.9956621,40.33688759,2.672340759,Clayey Soil,Urea,Surface Irrigation
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,mungbean,25.66663034,11.26172421,1.043991508,413.6910123,7.053076401,13.67274121,56.8089624,30.39622994,45.87495245,4.840951958,Clayey Soil,Organic Manure,Sprinkler Irrigation
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean,14.2575018,10.87223284,8.842491454,366.8034164,6.05953585,13.26693802,45.21026161,47.25315641,49.40789867,1.913249003,Sandy Soil,Compost,Drip Irrigation
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,11.92492705,7.458857034,0.337694958,389.256029,5.678531006,8.246649743,20.16684906,28.13455513,72.6884122,4.125197586,Loamy Soil,Urea,Surface Irrigation
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean,17.84930634,5.77464957,13.13414232,368.986739,3.675505614,7.422017193,57.23745995,2.969706231,44.60379053,4.552538725,Loamy Soil,Compost,Surface Irrigation
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,mungbean,28.69797587,5.20396633,13.6440987,409.0029862,9.6842447,18.25675971,53.15579663,16.61884589,44.48323721,2.743076692,Clayey Soil,NPK Fertilizer,Sprinkler Irrigation
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,mungbean,12.36468404,5.080515909,6.892584945,395.2920185,1.30908638,13.05999344,90.86756132,21.35276716,28.56402755,2.252382714,Sandy Soil,Urea,Surface Irrigation
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean,26.96349885,6.358876678,8.737910097,397.7465295,1.889212862,17.07035751,7.996987706,0.590533526,12.96006668,1.169250478,Clayey Soil,Urea,Sprinkler Irrigation
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean,18.61292224,10.03071026,11.3642821,406.8325454,4.205619609,11.27338083,53.50598471,11.70007904,80.96126386,2.54480778,Loamy Soil,NPK Fertilizer,Sprinkler Irrigation
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram,18.92257803,9.191656129,19.27050409,385.6382794,8.036079678,11.01439025,19.43917883,8.054422566,71.51977439,4.647243657,Sandy Soil,Urea,Sprinkler Irrigation
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram,26.46727744,7.756742702,13.51039295,367.0861571,5.945108746,14.33292366,54.39086346,47.63017709,40.60210142,2.47658951,Sandy Soil,Compost,Sprinkler Irrigation
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram,17.8478751,5.606756914,6.503058374,423.6303973,7.098344555,11.7838024,17.8371299,46.22534285,90.85330433,3.788237438,Sandy Soil,Organic Manure,Drip Irrigation
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram,20.57813457,10.98309357,10.89415917,385.3885687,3.585402074,10.5712288,11.0117686,11.90198977,10.25574906,2.934417933,Loamy Soil,Compost,Sprinkler Irrigation
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,blackgram,26.77931904,8.359980432,17.83873385,434.3386569,8.739971967,14.86984529,43.6551048,8.583264441,16.00082667,1.14306332,Loamy Soil,Organic Manure,Subsurface Irrigation
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram,23.2927229,7.902764878,8.762726019,433.5408732,9.981129275,6.56307381,58.80673472,39.20003347,17.67328715,4.916220737,Sandy Soil,Organic Manure,Surface Irrigation
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram,16.53271795,10.58612476,11.90781621,373.3767106,1.581492296,16.60260487,61.28948846,16.53401165,49.17682073,1.255564254,Loamy Soil,Compost,Subsurface Irrigation
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram,15.64907935,8.951445003,10.83516556,423.2790686,1.314301915,17.94327313,22.00313238,20.3567863,37.1180524,3.036800573,Clayey Soil,Compost,Drip Irrigation
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram,11.10711732,5.839071196,16.87236228,368.5777098,3.440820109,14.13166552,8.948641311,7.932424734,68.68180563,2.613095409,Loamy Soil,Compost,Subsurface Irrigation
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram,15.3690511,9.59187183,2.631042772,399.3824738,1.53994009,11.22980585,30.08658264,46.14562639,44.09536958,1.679702111,Sandy Soil,Compost,Surface Irrigation
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram,27.24438638,5.094887533,11.07249678,381.5943652,7.667592901,18.4875935,46.9015124,24.07437781,68.08082239,2.760128437,Loamy Soil,NPK Fertilizer,Subsurface Irrigation
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,24.55880859,10.4820741,6.115096971,444.3151905,7.017896366,5.067141847,59.84297395,20.58968091,70.72101714,1.593938151,Clayey Soil,Urea,Drip Irrigation
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,27.22840461,10.10677269,3.828456624,412.1433192,3.567289561,13.02598944,8.112501636,21.8848758,67.07301449,4.665151072,Sandy Soil,Organic Manure,Sprinkler Irrigation
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram,29.868739,8.32394546,12.44354015,404.8961956,5.456156936,11.93334733,13.28957402,8.207947154,93.97683732,4.762461357,Loamy Soil,Compost,Subsurface Irrigation
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram,14.43146148,11.87948679,15.63859682,373.8808763,3.989333277,6.396930807,46.97023044,24.04233664,89.80774063,2.102690453,Sandy Soil,Compost,Drip Irrigation
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram,19.1380517,9.151017234,19.6506169,390.2999406,3.838487445,18.07529581,29.06502517,46.38267303,13.55743129,4.041723823,Sandy Soil,Compost,Drip Irrigation
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram,18.4368541,7.677021777,11.88235611,397.8454411,9.667150129,16.54380698,93.15954949,45.5840461,80.38565934,3.384553449,Loamy Soil,NPK Fertilizer,Surface Irrigation
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram,25.60288675,8.610037248,17.03407317,425.0895161,5.822046061,15.13131206,84.30791684,39.22212709,18.10060314,3.644557506,Sandy Soil,Compost,Surface Irrigation
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,10.08292062,5.230110115,17.25048015,446.0517746,5.564829836,16.88894961,61.06565122,21.69013679,35.75136815,3.250509647,Clayey Soil,Compost,Subsurface Irrigation
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram,13.6466353,7.659623156,13.31571981,372.2885485,7.800092388,15.3136254,12.90886459,38.12598646,16.75869617,2.805022294,Clayey Soil,Compost,Sprinkler Irrigation
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram,16.51250343,9.884864881,10.49667547,432.5491968,9.957045678,11.53007681,30.13783839,28.72234941,52.42098735,2.358748144,Loamy Soil,Urea,Drip Irrigation
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram,13.61089452,8.14242058,13.92070046,426.077033,1.465266735,5.580136798,79.2006136,18.91382727,87.74772588,4.239861926,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,blackgram,18.31880843,6.229005972,0.864656797,384.9804843,4.661984964,18.83200265,10.03712376,32.69033921,21.15491947,3.988968508,Loamy Soil,Compost,Drip Irrigation
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram,17.61211365,7.091492011,1.616323414,388.3248645,1.554756979,15.29137142,86.88072197,23.13097943,36.95263178,2.383615192,Clayey Soil,Organic Manure,Drip Irrigation
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram,18.27169063,10.69845469,17.24071666,362.7167177,1.662432393,9.354547601,72.41392762,28.15696283,51.97755684,4.655028844,Loamy Soil,Organic Manure,Sprinkler Irrigation
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram,16.04396541,8.604601631,8.92102697,430.2982904,7.254118373,9.295367709,19.56385927,36.70285299,99.46941012,1.913048771,Sandy Soil,Organic Manure,Sprinkler Irrigation
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram,25.99989977,7.348115112,15.54747796,396.8493594,2.545208556,19.07183959,51.77765954,29.84459903,62.36810919,2.95141031,Sandy Soil,NPK Fertilizer,Subsurface Irrigation
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram,26.83501884,6.891373787,11.18781818,421.7954397,7.789262014,15.31977997,48.1615163,27.16903153,14.90269853,2.171385332,Clayey Soil,NPK Fertilizer,Sprinkler Irrigation
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram,22.10601269,8.208097998,5.439752819,387.0913482,8.055024166,11.03150677,67.17379584,40.71251087,18.11935145,2.399215498,Clayey Soil,Organic Manure,Sprinkler Irrigation
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,blackgram,28.13870379,9.700013822,5.114374244,381.8898109,5.820814209,11.79263097,31.54671767,40.94074663,17.1428403,3.763823381,Sandy Soil,Compost,Subsurface Irrigation
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram,27.0190002,5.58106823,13.86790981,370.028394,8.670186216,14.97176634,42.1693776,30.30759113,64.69790666,4.346772568,Clayey Soil,NPK Fertilizer,Sprinkler Irrigation
